post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00100,user_00050,Unpopular opinion: gun safety deserves way more attention.,male,Democrat,moderate,White,35-44,postgraduate,<25k,single,somewhat religious,0,popular,16,0.544,0.3764,family,0.6345,0.059
post_00169,user_00085,Long thread incoming on mental health — stay tuned.,non-binary,Republican,very liberal,Asian,35-44,college,50k-75k,single,very religious,1,popular,16,-0.7204,0.0666,food_&_dining,0.5864,0.0146
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,popular,16,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00088,user_00044,"Reminder that infrastructure affects everyone, not just a few.",male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,0,popular,16,-0.0762,0.3736,sports,0.3389,0.0955
post_00190,user_00095,Unpopular opinion: foreign policy deserves way more attention.,male,Independent,liberal,Black,65+,high school,25k-50k,single,religious,0,popular,16,0.5655,0.0845,celebrity_&_pop_culture,0.7737,0.1258
post_00155,user_00078,Long thread incoming on labor rights — stay tuned.,female,Democrat,conservative,Hispanic,18-24,high school,100k+,single,religious,1,popular,16,0.3661,0.1059,news_&_social_concern,0.311,0.1548
post_00014,user_00007,New report on immigration reform just dropped. The findings are surprising.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,1,popular,16,-0.5321,0.5911,arts_&_culture,0.7686,0.2548
post_00065,user_00033,Unpopular opinion: renewable energy deserves way more attention.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,popular,16,-0.7709,0.5944,gaming,0.4933,0.1382
post_00198,user_00099,"Reminder that renewable energy affects everyone, not just a few.",male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,0,popular,16,-0.9168,0.8486,science_&_technology,0.9779,0.2509
post_00195,user_00098,Can we talk about tech regulation? There's so much to unpack here.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,popular,16,-0.7545,0.5883,sports,0.2351,0.0731
post_00023,user_00012,Just saw the news about renewable energy. Interesting times ahead.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,popular,16,-0.3403,0.8044,family,0.7937,0.1787
post_00149,user_00075,Just saw the news about media bias. Interesting times ahead.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,popular,16,-0.0186,0.9589,celebrity_&_pop_culture,0.8009,0.2388
post_00096,user_00048,Reading about tax policy this morning — highly recommend.,female,Independent,very conservative,Hispanic,45-54,high school,<25k,married,somewhat religious,0,popular,16,0.1081,0.5724,celebrity_&_pop_culture,0.2377,0.2738
post_00048,user_00024,Unpopular opinion: education funding deserves way more attention.,non-binary,Republican,conservative,White,25-34,college,50k-75k,married,not religious,1,popular,16,0.3233,0.9866,fitness_&_health,0.3433,0.1132
post_00022,user_00011,Hot take: foreign policy is more complicated than people think.,female,Independent,liberal,Other,18-24,postgraduate,<25k,single,religious,0,popular,16,-0.6934,0.0123,diaries_&_daily_life,0.9091,0.2261
post_00175,user_00088,Quick update on media bias: things are moving fast.,female,Democrat,conservative,White,65+,college,75k-100k,married,somewhat religious,0,popular,16,-0.9568,0.095,business_&_entrepreneurs,0.0296,0.2885
post_00118,user_00059,Unpopular opinion: tax policy deserves way more attention.,male,Republican,liberal,White,65+,college,100k+,single,religious,0,popular,16,0.7132,0.3275,celebrity_&_pop_culture,0.7338,0.2692
post_00067,user_00034,Long thread incoming on healthcare costs — stay tuned.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,popular,16,0.5568,0.2864,fitness_&_health,0.1197,0.0309
post_00143,user_00072,What's everyone's take on education funding? I'm genuinely curious.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,1,popular,16,0.5678,0.8511,fitness_&_health,0.3406,0.2566
post_00091,user_00046,Excited to share my thoughts on infrastructure with everyone.,female,Democrat,moderate,White,18-24,college,100k+,married,somewhat religious,0,popular,16,-0.2582,0.4186,family,0.7176,0.2712
post_00160,user_00080,Why does no one talk about climate policy enough? It really matters.,female,Republican,very liberal,White,55-64,postgraduate,100k+,divorced,religious,0,popular,16,0.8736,0.6371,politics,0.2845,0.1018
post_00119,user_00060,Today I'm thinking about renewable energy and what it means for all of us.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,popular,16,0.5479,0.7774,news_&_social_concern,0.7367,0.0724
post_00117,user_00059,Hot take: student debt is more complicated than people think.,male,Republican,liberal,White,65+,college,100k+,single,religious,1,popular,16,0.5738,0.4539,other,0.1809,0.0727
post_00150,user_00075,Today I'm thinking about mental health and what it means for all of us.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,popular,16,-0.397,0.8436,travel_&_adventure,0.0073,0.009
post_00162,user_00081,Had a great conversation today about renewable energy. So much nuance.,female,Other,very conservative,Hispanic,65+,college,75k-100k,married,not religious,0,popular,16,0.3947,0.1439,learning_&_educational,0.5036,0.2623
post_00015,user_00008,Excited to share my thoughts on tax policy with everyone.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,popular,16,-0.6775,0.5238,news_&_social_concern,0.1916,0.2398
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,0,popular,16,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00027,user_00014,Why does no one talk about tax policy enough? It really matters.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,0,popular,16,0.1621,0.6948,science_&_technology,0.037,0.1188
post_00137,user_00069,Can we talk about social media? There's so much to unpack here.,female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,1,popular,16,0.365,0.3742,gaming,0.7553,0.2342
post_00060,user_00030,Just saw the news about immigration reform. Interesting times ahead.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,popular,16,-0.5953,0.4169,sports,0.6541,0.005
post_00028,user_00014,Reading about student debt this morning — highly recommend.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,0,popular,16,-0.7828,0.466,travel_&_adventure,0.8528,0.0636
post_00076,user_00038,Hot take: gun safety is more complicated than people think.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,popular,16,-0.9384,0.1155,celebrity_&_pop_culture,0.3666,0.0332
post_00081,user_00041,Hot take: social media is more complicated than people think.,male,Independent,conservative,White,65+,college,75k-100k,single,very religious,0,popular,16,-0.0486,0.7848,sports,0.1638,0.0906
post_00053,user_00027,"Reminder that student debt affects everyone, not just a few.",female,Democrat,conservative,White,55-64,postgraduate,25k-50k,single,very religious,0,popular,16,-0.7845,0.9312,sports,0.2748,0.2225
post_00110,user_00055,What's everyone's take on tech regulation? I'm genuinely curious.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,popular,16,-0.8311,0.3284,celebrity_&_pop_culture,0.9855,0.0884
post_00094,user_00047,Excited to share my thoughts on foreign policy with everyone.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,0,popular,16,0.7816,0.553,family,0.0672,0.1227
post_00077,user_00039,"Reminder that tax policy affects everyone, not just a few.",female,Other,moderate,White,55-64,high school,50k-75k,widowed,religious,1,popular,16,-0.5708,0.0554,celebrity_&_pop_culture,0.3385,0.0725
post_00144,user_00072,The housing affordability situation has been on my mind a lot lately.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,0,popular,17,-0.0992,0.5063,other,0.1159,0.1429
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,popular,17,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00032,user_00016,The tax policy situation has been on my mind a lot lately.,male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,popular,17,-0.1013,0.3851,celebrity_&_pop_culture,0.8668,0.2079
post_00122,user_00061,"Reminder that minimum wage affects everyone, not just a few.",male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,popular,17,0.832,0.1197,celebrity_&_pop_culture,0.8866,0.2193
post_00199,user_00100,Can we talk about labor rights? There's so much to unpack here.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,popular,17,-0.4683,0.5361,science_&_technology,0.9033,0.267
post_00031,user_00016,"Reminder that education funding affects everyone, not just a few.",male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,popular,17,0.1584,0.3675,other,0.9846,0.1754
post_00042,user_00021,Why does no one talk about healthcare costs enough? It really matters.,male,Republican,moderate,White,35-44,postgraduate,25k-50k,single,somewhat religious,0,popular,17,-0.4182,0.7625,business_&_entrepreneurs,0.1368,0.2231
post_00051,user_00026,Just saw the news about election integrity. Interesting times ahead.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,popular,17,-0.1222,0.5901,other,0.6773,0.0448
post_00154,user_00077,Hot take: immigration reform is more complicated than people think.,male,Independent,moderate,White,45-54,college,<25k,married,religious,0,popular,17,-0.9544,0.6144,other,0.1093,0.1701
post_00062,user_00031,Reading about housing affordability this morning — highly recommend.,male,Democrat,very liberal,White,65+,college,100k+,single,not religious,0,popular,17,0.3368,0.1462,other,0.0841,0.2135
post_00102,user_00051,Reading about housing affordability this morning — highly recommend.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,popular,17,0.1753,0.2882,family,0.8021,0.0761
post_00197,user_00099,Had a great conversation today about labor rights. So much nuance.,male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,1,popular,17,0.1818,0.1321,celebrity_&_pop_culture,0.0487,0.2177
post_00124,user_00062,Excited to share my thoughts on gun safety with everyone.,male,Democrat,conservative,Asian,55-64,college,25k-50k,single,somewhat religious,0,popular,17,-0.8111,0.9512,business_&_entrepreneurs,0.9592,0.0393
post_00054,user_00027,Can we talk about election integrity? There's so much to unpack here.,female,Democrat,conservative,White,55-64,postgraduate,25k-50k,single,very religious,1,popular,17,-0.3369,0.946,other,0.0045,0.1185
post_00069,user_00035,Today I'm thinking about foreign policy and what it means for all of us.,female,Democrat,moderate,Black,65+,postgraduate,50k-75k,divorced,religious,1,popular,17,0.8721,0.3144,diaries_&_daily_life,0.7009,0.1131
post_00075,user_00038,Reading about foreign policy this morning — highly recommend.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,popular,17,-0.7438,0.1218,politics,0.4941,0.1315
post_00015,user_00008,Excited to share my thoughts on tax policy with everyone.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,popular,17,-0.6775,0.5238,news_&_social_concern,0.1916,0.2398
post_00187,user_00094,Excited to share my thoughts on tech regulation with everyone.,male,Republican,very liberal,Black,25-34,high school,100k+,widowed,very religious,0,popular,17,0.6526,0.6162,arts_&_culture,0.4014,0.0535
post_00185,user_00093,Quick update on media bias: things are moving fast.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,1,popular,17,0.2633,0.3976,other,0.8272,0.2866
post_00072,user_00036,New report on foreign policy just dropped. The findings are surprising.,male,Democrat,very conservative,White,25-34,college,25k-50k,married,religious,0,popular,17,-0.053,0.7826,arts_&_culture,0.6219,0.0282
post_00045,user_00023,Excited to share my thoughts on foreign policy with everyone.,male,Democrat,very liberal,White,55-64,high school,50k-75k,single,very religious,0,popular,17,-0.0578,0.8247,learning_&_educational,0.2437,0.0451
post_00020,user_00010,Hot take: media bias is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,1,popular,17,-0.4128,0.318,family,0.9096,0.1857
post_00141,user_00071,Long thread incoming on education funding — stay tuned.,male,Democrat,liberal,White,18-24,college,50k-75k,single,religious,0,popular,17,0.0301,0.2705,celebrity_&_pop_culture,0.5749,0.0069
post_00056,user_00028,The housing affordability situation has been on my mind a lot lately.,male,Independent,moderate,White,25-34,high school,75k-100k,single,not religious,1,popular,17,0.1072,0.1655,food_&_dining,0.6702,0.0028
post_00093,user_00047,Reading about healthcare costs this morning — highly recommend.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,1,popular,17,0.8172,0.779,news_&_social_concern,0.4775,0.2216
